Strand	locus1	locus2	code	code2	Gene name	SEG	Chr
+	43565239	43565619	NC_000021	F-S	H2BFS	__SEG__	Chr21
+	44456645	44457418	NC_000021	precursor	LRRC3	__SEG__	Chr21
+	33070247	33071062	NC_000021	1	OLIG1	__SEG__	Chr21

+	34370479	34370850	NC_000021	2	KCNE2	__SEG__	Chr21
-	30813029	30813220	NC_000021	8-1	KRTAP8-1	__SEG__	Chr21
-	30881033	30881524	NC_000021	11-1	KRTAP11-1	__SEG__	Chr21
+	30396087	30396605	NC_000021	13-1	KRTAP13-1	__SEG__	Chr21
+	30430276	30430758	NC_000021	13-4	KRTAP13-4	__SEG__	Chr21
-	30613689	30613904	NC_000021	6-1	KRTAP6-1	__SEG__	Chr21
-	30598686	30598874	NC_000021	6-2	KRTAP6-2	__SEG__	Chr21
+	30592446	30592778	NC_000021	6-3	KRTAP6-3	__SEG__	Chr21
-	30829435	30829698	NC_000021	7-1	KRTAP7-1	__SEG__	Chr21
-	30480045	30480317	NC_000021	19-1	KRTAP19-1	__SEG__	Chr21
-	30487190	30487348	NC_000021	19-2	KRTAP19-2	__SEG__	Chr21
-	30491712	30491957	NC_000021	19-3	KRTAP19-3	__SEG__	Chr21
-	30496856	30497110	NC_000021	19-4	KRTAP19-4	__SEG__	Chr21
-	30501872	30502090	NC_000021	19-5	KRTAP19-5	__SEG__	Chr21
-	30541657	30541833	NC_000021	KRTAP19-6-V1	KRTAP19-6	__SEG__	Chr21
-	30561098	30561289	NC_000021	19-7	KRTAP19-7	__SEG__	Chr21
+	30616455	30616625	NC_000021	20-1	KRTAP20-1	__SEG__	Chr21
+	30635264	30635461	NC_000021	20-2	KRTAP20-2	__SEG__	Chr21
-	30746951	30747202	NC_000021	21-2	KRTAP21-2	__SEG__	Chr21
-	30755139	30755378	NC_000021	21-1	KRTAP21-1	__SEG__	Chr21
+	30601121	30601267	NC_000021	22-1	KRTAP22-1	__SEG__	Chr21
-	30371686	30372213	NC_000021	13-2	KRTAP13-2	__SEG__	Chr21
-	30425394	30425912	NC_000021	13-3	KRTAP13-3	__SEG__	Chr21
+	30440328	30440741	NC_000021	15-1	KRTAP15-1	__SEG__	Chr21
-	30348409	30348606	NC_000021	23-1	KRTAP23-1	__SEG__	Chr21
-	44666446	44666886	NC_000021	12-2	KRTAP12-2	__SEG__	Chr21
-	44681833	44682123	NC_000021	12-1	KRTAP12-1	__SEG__	Chr21
+	44637418	44638173	NC_000021	10-10	KRTAP10-10	__SEG__	Chr21
+	44573759	44574964	NC_000021	10-4	KRTAP10-4	__SEG__	Chr21
-	44591387	44592484	NC_000021	10-6	KRTAP10-6	__SEG__	Chr21
+	44600622	44601734	NC_000021	10-7	KRTAP10-7	__SEG__	Chr21
+	44627172	44628050	NC_000021	10-9	KRTAP10-9	__SEG__	Chr21
-	44539302	44540150	NC_000021	10-1	KRTAP10-1	__SEG__	Chr21
+	44646459	44647355	NC_000021	10-11	KRTAP10-11	__SEG__	Chr21
-	44550691	44551458	NC_000021	10-2	KRTAP10-2	__SEG__	Chr21
-	44579763	44580578	NC_000021	10-5	KRTAP10-5	__SEG__	Chr21
+	44612101	44612880	NC_000021	10-8	KRTAP10-8	__SEG__	Chr21
-	44558050	44558715	NC_000021	10-3	KRTAP10-3	__SEG__	Chr21
+	44657980	44658270	NC_000021	12-3	KRTAP12-3	__SEG__	Chr21
-	44654276	44654614	NC_000021	12-4	KRTAP12-4	__SEG__	Chr21
+	44697202	44697939	NC_000021	10-12	KRTAP10-12	__SEG__	Chr21

-	30319403	30320035	NC_000021	26-1	KRTAP26-1	__SEG__	Chr21
-	5972953	5973333	NC_000021	F-S-like	LOC102724334	__SEG__	Chr21
-	7769793	7770548	NC_000021	C21orf140	LOC102723451	__SEG__	Chr21
+	43737148	43737636	NC_000021	LOC105372824	LOC105372824	__SEG__	Chr21
+	38299262	38300389	NC_000021	X1	KCNJ15	__SEG__	Chr21
-	14964716	14968192	NC_000021	X1	NRIP1	__SEG__	Chr21
+	37563426	37564094	NC_000021	LOC105372798	LOC105372798	__SEG__	Chr21
-	45294137	45294634	NC_000021	LINC00205	LOC107985476	__SEG__	Chr21
-	6087671	6088156	NC_000021	CH507-42P11.6	CH507-42P11.6	__SEG__	Chr21










+	15528159	15529139	NC_000022	11H1	OR11H1	__SEG__	Chr22
-	21546057	21550976	NC_000022	3C	RIMBP3C	__SEG__	Chr22
+	21383859	21388778	NC_000022	3B	RIMBP3B	__SEG__	Chr22
-	42639972	42640274	NC_000022	mitochondrial	ATP5MGL	__SEG__	Chr22
-	50523611	50524411	NC_000022	precursor	SCO2	__SEG__	Chr22

-	46256561	46263322	NC_000022	precursor	PKDREJ	__SEG__	Chr22
-	16590877	16592550	NC_000022	2	CCT8L2	__SEG__	Chr22
-	18606515	18611434	NC_000022	3A	RIMBP3	__SEG__	Chr22

-	44496837	44497556	NC_000022	6	RTL6	__SEG__	Chr22
-	37373072	37375534	NC_000022	precursor	ELFN2	__SEG__	Chr22
+	19131400	19132476	NC_000022	2	TSSK2	__SEG__	Chr22
-	22514002	22515630	NC_000022	280A	ZNF280A	__SEG__	Chr22
-	22487767	22489398	NC_000022	280B	ZNF280B	__SEG__	Chr22
+	50546244	50549951	NC_000022	7B	KLHDC7B	__SEG__	Chr22
-	40861065	40861994	NC_000022	7	DNAJB7	__SEG__	Chr22
-	38426795	38428132	NC_000022	4	KCNJ4	__SEG__	Chr22
-	25344289	25344915	NC_000022	LOC100652901	LOC100652901	__SEG__	Chr22
-	41436311	41437345	NC_000022	X1	TOB2	__SEG__	Chr22
-	42692890	42693951	NC_000022	X1	A4GALT	__SEG__	Chr22
-	37206547	37207803	NC_000022	X1	SSTR3	__SEG__	Chr22
-	19523599	19524510	NC_000022	X1	CLDN5	__SEG__	Chr22
+	41696550	41697254	NC_000022	X1	C22orf46	__SEG__	Chr22
+	18846932	18848320	NC_000022	1	LOC101929738	__SEG__	Chr22
-	50433134	50434498	NC_000022	gp1-like	LOC107985556	__SEG__	Chr22
-	23743800	23745140	NC_000022	X1	ZNF70	__SEG__	Chr22
+	49883663	49887178	NC_000022	X1	ZBED4	__SEG__	Chr22
+	21466494	21466976	NC_000022	191A	LOC112268298	__SEG__	Chr22
+	129061740	129062273	NC_000003	precursor	GP9	__SEG__	Chr3

+	98469577	98470503	NC_000003	5K1	OR5K1	__SEG__	Chr3
+	98497681	98498631	NC_000003	5K2	OR5K2	__SEG__	Chr3
+	98132698	98133639	NC_000003	5H1	OR5H1	__SEG__	Chr3
+	98282888	98283832	NC_000003	5H2	OR5H2	__SEG__	Chr3
+	98149386	98150318	NC_000003	5H14	OR5H14	__SEG__	Chr3
+	98168700	98169641	NC_000003	5H15	OR5H15	__SEG__	Chr3
+	98390666	98391631	NC_000003	5K3	OR5K3	__SEG__	Chr3
+	98353854	98354819	NC_000003	5K4	OR5K4	__SEG__	Chr3
+	127196686	127197414	NC_000003	C3orf56	C3orf56	__SEG__	Chr3
-	139019864	139020661	NC_000003	23B	PRR23B	__SEG__	Chr3
-	149982178	149983308	NC_000003	183B	TMEM183B	__SEG__	Chr3
+	191461163	191461456	NC_000003	2	PYDC2	__SEG__	Chr3
+	46372903	46373961	NC_000003	5	CCR5	__SEG__	Chr3
-	48918277	48919149	NC_000003	ARIH2OS	ARIH2OS	__SEG__	Chr3
-	139043832	139044620	NC_000003	23C	PRR23C	__SEG__	Chr3
-	139005468	139006268	NC_000003	23A	PRR23A	__SEG__	Chr3
-	33092834	33093784	NC_000003	2	TMPPE	__SEG__	Chr3
+	160225636	160226379	NC_000003	precursor	C3orf80	__SEG__	Chr3
+	44734422	44735237	NC_000003	501	ZNF501	__SEG__	Chr3
-	46203246	46204313	NC_000003	1	CCR1	__SEG__	Chr3
+	42864503	42865657	NC_000003	2	ACKR2	__SEG__	Chr3
-	161346093	161346323	NC_000003	B	SPTSSB	__SEG__	Chr3
+	87990750	87991850	NC_000003	1F	HTR1F	__SEG__	Chr3
+	3844642	3846792	NC_000003	precursor	LRRN1	__SEG__	Chr3
+	58317614	58318120	NC_000003	mitochondrial	HTD2	__SEG__	Chr3
-	39183914	39185494	NC_000003	3	XIRP1	__SEG__	Chr3
-	44421506	44421811	NC_000003	LINC00694	LINC00694	__SEG__	Chr3
+	196942717	196943016	NC_000003	NCBP2-AS2	NCBP2-AS2	__SEG__	Chr3
+	152835783	152836904	NC_000003	1	P2RY1	__SEG__	Chr3
+	153162694	153163245	NC_000003	Rap-2b	RAP2B	__SEG__	Chr3
+	181712361	181713314	NC_000003	SOX-2	SOX2	__SEG__	Chr3
+	137764785	137765507	NC_000003	SOX-14	SOX14	__SEG__	Chr3
+	143120817	143122409	NC_000003	2	CHST2	__SEG__	Chr3

-	194396600	194398282	NC_000003	precursor	GP5	__SEG__	Chr3
+	39332332	39333399	NC_000003	8	CCR8	__SEG__	Chr3
+	98532034	98533116	NC_000003	15	GPR15	__SEG__	Chr3

-	114236253	114237074	NC_000003	80	ZNF80	__SEG__	Chr3
+	51391400	51394072	NC_000003	15B	RBM15B	__SEG__	Chr3
-	36991254	36993077	NC_000003	1	EPM2AIP1	__SEG__	Chr3
-	165187897	165190830	NC_000003	precursor	SLITRK3	__SEG__	Chr3
-	45225125	45226027	NC_000003	precursor	TMEM158	__SEG__	Chr3
+	101564782	101565993	NC_000003	precursor	TRMT10C	__SEG__	Chr3
+	73062082	73062900	NC_000003	2	EBLN2	__SEG__	Chr3
+	71754050	71755177	NC_000003	27	GPR27	__SEG__	Chr3
-	122414536	122415528	NC_000003	5B	WDR5B	__SEG__	Chr3
-	184710898	184711821	NC_000003	F1	MAGEF1	__SEG__	Chr3
-	151337817	151338845	NC_000003	12	P2RY12	__SEG__	Chr3
-	49162805	49164208	NC_000003	71	CCDC71	__SEG__	Chr3
-	138945592	138946722	NC_000003	L2	FOXL2	__SEG__	Chr3
-	111593545	111594201	NC_000003	2	ZBED2	__SEG__	Chr3
-	133928306	133928803	NC_000003	C3orf36	C3orf36	__SEG__	Chr3
+	160677347	160677925	NC_000003	14	ARL14	__SEG__	Chr3
+	107377588	107378574	NC_000003	54	CCDC54	__SEG__	Chr3

+	48466656	48467600	NC_000003	b	TREX1	__SEG__	Chr3
-	187121145	187121300	NC_000003	L39-like	RPL39L	__SEG__	Chr3
+	98087173	98088102	NC_000003	5AC2	OR5AC2	__SEG__	Chr3
+	51955653	51956759	NC_000003	62	GPR62	__SEG__	Chr3
-	128462547	128463245	NC_000003	8	DNAJB8	__SEG__	Chr3

-	160437972	160439183	NC_000003	59	TRIM59	__SEG__	Chr3
+	44594194	44595189	NC_000003	660	ZNF660	__SEG__	Chr3
-	94060948	94061511	NC_000003	mitochondrial	DHFR2	__SEG__	Chr3
+	132600398	132601450	NC_000003	4	ACKR4	__SEG__	Chr3
-	142962203	142963336	NC_000003	epsilon	PAQR9	__SEG__	Chr3
-	49717951	49719465	NC_000003	precursor	AMIGO3	__SEG__	Chr3
+	45946482	45947510	NC_000003	X1	CXCR6	__SEG__	Chr3
-	194341065	194342702	NC_000003	X1	CPN2	__SEG__	Chr3
+	98264333	98265262	NC_000003	X1	OR5H6	__SEG__	Chr3
-	126433198	126433743	NC_000003	LOC105374089	LOC105374089	__SEG__	Chr3
-	32816624	32817130	NC_000003	LOC105377021	LOC105377021	__SEG__	Chr3
+	26709673	26710452	NC_000003	X1	LRRC3B	__SEG__	Chr3
+	32953423	32954505	NC_000003	X1	CCR4	__SEG__	Chr3
-	161372041	161372886	NC_000003	X1	SPTSSB	__SEG__	Chr3
+	170083973	170084989	NC_000003	X1	GPR160	__SEG__	Chr3
-	46020946	46021947	NC_000003	X1	XCR1	__SEG__	Chr3
-	151198427	151199386	NC_000003	X1	GPR171	__SEG__	Chr3
+	11259038	11260501	NC_000003	X1	HRH1	__SEG__	Chr3
+	31989080	31990978	NC_000003	X1	ZNF860	__SEG__	Chr3
-	50558664	50559146	NC_000003	X3	C3orf18	__SEG__	Chr3
+	136854461	136855699	NC_000003	X1	SLC35G2	__SEG__	Chr3
+	183269799	183270935	NC_000003	X1	B3GNT5	__SEG__	Chr3
-	43079689	43081431	NC_000003	X1	POMGNT2	__SEG__	Chr3
-	151213300	151214316	NC_000003	X1	P2RY14	__SEG__	Chr3

-	49317082	49317465	NC_000003	homolog	LOC107986084	__SEG__	Chr3
-	113030248	113032332	NC_000003	polyprotein	LOC107986113	__SEG__	Chr3
+	197637346	197638269	NC_000003	LOC107986175	LOC107986175	__SEG__	Chr3
+	57073695	57074267	NC_000003	X1	SPATA12	__SEG__	Chr3
+	138949671	138950243	NC_000003	X1	FOXL2NB	__SEG__	Chr3
-	88055473	88055976	NC_000003	X1	CGGBP1	__SEG__	Chr3
+	16770303	16771847	NC_000003	polyprotein	LOC105377641	__SEG__	Chr3
+	3766607	3767995	NC_000004	receptor	ADRA2C	__SEG__	Chr4
+	9782030	9783463	NC_000004	receptor	DRD5	__SEG__	Chr4
+	155213940	155215085	NC_000004	2	NPY2R	__SEG__	Chr4
-	76895468	76897849	NC_000004	SOWAHB	SOWAHB	__SEG__	Chr4
+	41981793	41982983	NC_000004	1	DCAF4L1	__SEG__	Chr4
+	109315291	109315686	NC_000004	23	ZCCHC23	__SEG__	Chr4
-	88521574	88521789	NC_000004	Y	PIGY	__SEG__	Chr4
-	7433314	7434879	NC_000004	preproprotein	PSAPL1	__SEG__	Chr4

+	174975526	174977988	NC_000004	preproprotein	ADAM29	__SEG__	Chr4

-	38773155	38775548	NC_000004	b	TLR10	__SEG__	Chr4
+	9329911	9331503	NC_000004	25	USP17L25	__SEG__	Chr4
+	9325165	9326757	NC_000004	24	USP17L24	__SEG__	Chr4
+	9334658	9336250	NC_000004	26	USP17L26	__SEG__	Chr4
+	9339403	9340995	NC_000004	5	USP17L5	__SEG__	Chr4
+	9344148	9345740	NC_000004	27	USP17L27	__SEG__	Chr4
+	9348893	9350485	NC_000004	28	USP17L28	__SEG__	Chr4
+	9353638	9355230	NC_000004	29	USP17L29	__SEG__	Chr4
+	9210657	9212249	NC_000004	10	USP17L10	__SEG__	Chr4
+	9220152	9221744	NC_000004	12	USP17L12	__SEG__	Chr4
+	9215405	9216997	NC_000004	11	USP17L11	__SEG__	Chr4
+	9224896	9226488	NC_000004	13	USP17L13	__SEG__	Chr4
+	9243879	9245471	NC_000004	17	USP17L17	__SEG__	Chr4
+	9248630	9250222	NC_000004	18	USP17L18	__SEG__	Chr4
+	9253378	9254970	NC_000004	19	USP17L19	__SEG__	Chr4
+	9258124	9259716	NC_000004	20	USP17L20	__SEG__	Chr4
+	9262872	9264464	NC_000004	21	USP17L21	__SEG__	Chr4
+	9267619	9269211	NC_000004	22	USP17L22	__SEG__	Chr4
+	9363129	9364721	NC_000004	30	USP17L30	__SEG__	Chr4
+	123401592	123402551	NC_000004	1	SPRY1	__SEG__	Chr4
+	188002808	188003740	NC_000004	homolog	ZFP42	__SEG__	Chr4
-	17803491	17804141	NC_000004	16	DCAF16	__SEG__	Chr4
+	24799522	24800244	NC_000004	preproprotein	SOD3	__SEG__	Chr4
-	11399082	11400005	NC_000004	precursor	HS3ST1	__SEG__	Chr4
-	15935928	15936632	NC_000004	precursor	FGFBP1	__SEG__	Chr4
+	93828927	93829991	NC_000004	1	ATOH1	__SEG__	Chr4
+	95840151	95841317	NC_000004	precursor	PDHA2	__SEG__	Chr4
+	150583030	150584109	NC_000004	2	MAB21L2	__SEG__	Chr4

-	164197007	164197711	NC_000004	C	ANP32C	__SEG__	Chr4
+	6716210	6716863	NC_000004	4	BLOC1S4	__SEG__	Chr4
+	70688678	70690117	NC_000004	10	UTP3	__SEG__	Chr4

-	52743829	52745520	NC_000004	precursor	ERVMER34-1	__SEG__	Chr4
-	15962458	15963129	NC_000004	precursor	FGFBP2	__SEG__	Chr4
-	163471854	163473734	NC_000004	2	TKTL2	__SEG__	Chr4
+	70335040	70336227	NC_000004	1	CABS1	__SEG__	Chr4
-	79406539	79408200	NC_000004	2	GK2	__SEG__	Chr4
-	112277862	112278416	NC_000004	A	TIFA	__SEG__	Chr4
-	46734947	46735192	NC_000004	precursor	COX7B2	__SEG__	Chr4
+	89112975	89114552	NC_000004	2	TIGD2	__SEG__	Chr4
-	152769466	152771004	NC_000004	4	TIGD4	__SEG__	Chr4
-	117084284	117085393	NC_000004	1	TRAM1L1	__SEG__	Chr4
+	165040073	165041488	NC_000004	60	TRIM60	__SEG__	Chr4

-	7041271	7042938	NC_000004	96	CCDC96	__SEG__	Chr4
-	88697206	88697754	NC_000004	5	NAP1L5	__SEG__	Chr4
+	1394512	1395852	NC_000004	inhibitor	CRIPAK	__SEG__	Chr4
+	7939166	7939981	NC_000004	LOC389199	LOC389199	__SEG__	Chr4
-	6709246	6709629	NC_000004	1	MRFAP1L1	__SEG__	Chr4
-	1200643	1201257	NC_000004	LOC101928548	LOC101928548	__SEG__	Chr4
-	134199907	134201193	NC_000004	X1	PABPC4L	__SEG__	Chr4
+	122741893	122744025	NC_000004	X1	BBS12	__SEG__	Chr4
-	89247780	89250110	NC_000004	X1	GPRIN3	__SEG__	Chr4
+	40243387	40243962	NC_000004	X1	RHOH	__SEG__	Chr4
-	38796471	38798831	NC_000004	X1	TLR1	__SEG__	Chr4
+	153702908	153705262	NC_000004	X1	TLR2	__SEG__	Chr4
-	79325188	79325877	NC_000004	X1	NAA11	__SEG__	Chr4
-	10443104	10446328	NC_000004	X1	ZNF518B	__SEG__	Chr4
+	119627578	119628180	NC_000004	LOC107986192	LOC107986192	__SEG__	Chr4
-	38827083	38829473	NC_000004	X1	TLR6	__SEG__	Chr4
+	15687509	15688951	NC_000004	X2	FAM200B	__SEG__	Chr4
+	148826832	148828073	NC_000005	receptor	ADRB2	__SEG__	Chr5
-	63960451	63961719	NC_000005	1A	HTR1A	__SEG__	Chr5
-	175441759	175443099	NC_000005	receptor	DRD1	__SEG__	Chr5
-	157342862	157343536	NC_000005	9	FNDC9	__SEG__	Chr5
-	180739123	180740058	NC_000005	2Y1	OR2Y1	__SEG__	Chr5
-	80558475	80560019	NC_000005	34B	ANKRD34B	__SEG__	Chr5
+	140128477	140128638	NC_000005	precursor	IGIP	__SEG__	Chr5

-	57481577	57482707	NC_000005	2	ACTBL2	__SEG__	Chr5

-	61159947	61160171	NC_000005	15	SMIM15	__SEG__	Chr5

-	135449454	135449939	NC_000005	B	TIFAB	__SEG__	Chr5
+	155013860	155017564	NC_000005	KIF4B	KIF4B	__SEG__	Chr5
-	157138730	157139431	NC_000005	7	MED7	__SEG__	Chr5
-	139392034	139395081	NC_000005	1	PROB1	__SEG__	Chr5

-	74634716	74636266	NC_000005	2	ENC1	__SEG__	Chr5
-	181124357	181125304	NC_000005	2V1	OR2V1	__SEG__	Chr5
-	77077174	77077878	NC_000005	3	ZBED3	__SEG__	Chr5

-	17655128	17655538	NC_000005	pseudogene	H3.Y	__SEG__	Chr5
+	168529505	168530509	NC_000005	1	FBLL1	__SEG__	Chr5
-	178185719	178187299	NC_000005	1-like	GMCL2	__SEG__	Chr5

-	69364943	69365737	NC_000005	9	TAF9	__SEG__	Chr5
-	73446965	73448362	NC_000005	D1	FOXD1	__SEG__	Chr5
-	141318995	141320044	NC_000005	7	TAF7	__SEG__	Chr5
+	140114182	140115150	NC_000005	Pur-alpha	PURA	__SEG__	Chr5

+	54455790	54456242	NC_000005	beta-3	HSPB3	__SEG__	Chr5
+	17275217	17275900	NC_000005	1	BASP1	__SEG__	Chr5
-	137753149	137754066	NC_000005	A0	HNRNPA0	__SEG__	Chr5
+	141051471	141053927	NC_000005	precursor	PCDHB1	__SEG__	Chr5
+	141135435	141137822	NC_000005	precursor	PCDHB5	__SEG__	Chr5
+	33936741	33938150	NC_000005	1	RXFP3	__SEG__	Chr5
-	75028676	75030037	NC_000005	4	GCNT4	__SEG__	Chr5
+	141192553	141194955	NC_000005	precursor	PCDHB10	__SEG__	Chr5
+	141199775	141202168	NC_000005	precursor	PCDHB11	__SEG__	Chr5
+	141208908	141211295	NC_000005	precursor	PCDHB12	__SEG__	Chr5
+	141214124	141216520	NC_000005	precursor	PCDHB13	__SEG__	Chr5
+	141223506	141225902	NC_000005	precursor	PCDHB14	__SEG__	Chr5
+	141245579	141247942	NC_000005	precursor	PCDHB15	__SEG__	Chr5
+	141094791	141097187	NC_000005	precursor	PCDHB2	__SEG__	Chr5
+	141100650	141103040	NC_000005	precursor	PCDHB3	__SEG__	Chr5
+	141121999	141124386	NC_000005	precursor	PCDHB4	__SEG__	Chr5
+	141150258	141152642	NC_000005	precursor	PCDHB6	__SEG__	Chr5
+	141172836	141175217	NC_000005	precursor	PCDHB7	__SEG__	Chr5
+	141187319	141189712	NC_000005	precursor	PCDHB9	__SEG__	Chr5
+	141178035	141180440	NC_000005	precursor	PCDHB8	__SEG__	Chr5
-	9629133	9630032	NC_000005	1	TAS2R1	__SEG__	Chr5
+	141182560	141184890	NC_000005	precursor	PCDHB16	__SEG__	Chr5

+	178931314	178932699	NC_000005	homolog	ZFP2	__SEG__	Chr5
-	149994783	149996348	NC_000005	6	TIGD6	__SEG__	Chr5
-	141302960	141303865	NC_000005	2	SLC25A2	__SEG__	Chr5
-	113433736	113434839	NC_000005	1	TSSK1B	__SEG__	Chr5
+	80320216	80321508	NC_000005	1	SPZ1	__SEG__	Chr5
+	150795441	150795623	NC_000005	3	SMIM3	__SEG__	Chr5
+	103275920	103276540	NC_000005	C5orf30	C5orf30	__SEG__	Chr5
-	176596808	176599834	NC_000005	1	GPRIN1	__SEG__	Chr5
+	140567170	140568144	NC_000005	SLC35A4	SLC35A4	__SEG__	Chr5
-	135446374	135447108	NC_000005	1	DCANP1	__SEG__	Chr5

-	93740577	93741563	NC_000005	2	POU5F2	__SEG__	Chr5
+	132813622	132815271	NC_000005	precursor	SOWAHA	__SEG__	Chr5
+	121851964	121852692	NC_000005	precursor	FTMT	__SEG__	Chr5
+	62579439	62581307	NC_000005	precursor	LRRC70	__SEG__	Chr5
-	146514854	146516113	NC_000005	151	GPR151	__SEG__	Chr5
+	95620276	95621580	NC_000005	150	GPR150	__SEG__	Chr5
+	156850563	156851180	NC_000005	3	PPP1R2B	__SEG__	Chr5
+	181154943	181155890	NC_000005	2V2	OR2V2	__SEG__	Chr5
-	96935371	96936075	NC_000005	LOC101929747	LOC101929747	__SEG__	Chr5
+	10463970	10464695	NC_000005	LOC105369214	LOC105369214	__SEG__	Chr5
+	176034234	176035127	NC_000005	LOC105377746	LOC105377746	__SEG__	Chr5
-	77775791	77776159	NC_000005	LOC105379045	LOC105379045	__SEG__	Chr5
-	99522398	99525361	NC_000005	1-like	LOC100652833	__SEG__	Chr5
-	132960724	132961296	NC_000005	LOC105379177	LOC105379177	__SEG__	Chr5
-	134081909	134082070	NC_000005	1-like	LOC101060024	__SEG__	Chr5
+	181367287	181368225	NC_000005	X1	OR4F3	__SEG__	Chr5
+	70510539	70512509	NC_000005	1-like	LOC107986351	__SEG__	Chr5
-	71215800	71216384	NC_000005	LOC107986352	LOC107986352	__SEG__	Chr5
-	71233821	71234405	NC_000005	LOC107986353	LOC107986353	__SEG__	Chr5
-	70529862	70530446	NC_000005	LOC107986354	LOC107986354	__SEG__	Chr5
+	667644	668705	NC_000005	LOC101929895	LOC101929895	__SEG__	Chr5
+	34190156	34193653	NC_000005	1-like	LOC646652	__SEG__	Chr5
-	140862812	140863390	NC_000005	LOC112267934	LOC112267934	__SEG__	Chr5
-	70215436	70216020	NC_000005	LOC112267939	LOC112267939	__SEG__	Chr5
-	70233486	70234070	NC_000005	LOC112267940	LOC112267940	__SEG__	Chr5
+	121446848	121447996	NC_000006	protein	GJA1	__SEG__	Chr6
-	77462231	77463403	NC_000006	1B	HTR1B	__SEG__	Chr6
+	87015335	87016432	NC_000006	1E	HTR1E	__SEG__	Chr6

+	149400392	149400679	NC_000006	4	SUMO4	__SEG__	Chr6
+	29111891	29112826	NC_000006	2J3	OR2J3	__SEG__	Chr6
-	29086307	29087248	NC_000006	2B3	OR2B3	__SEG__	Chr6

-	42890483	42890788	NC_000006	C6orf226	C6orf226	__SEG__	Chr6
+	112349709	112350500	NC_000006	4B	RFPL4B	__SEG__	Chr6
-	167976137	167976652	NC_000006	LOC100128124	HGC6.3	__SEG__	Chr6
+	5085486	5086562	NC_000006	3G	PPP1R3G	__SEG__	Chr6
-	131708684	131711017	NC_000006	9	CTAGE9	__SEG__	Chr6
+	82364962	82366224	NC_000006	precursor	TPBG	__SEG__	Chr6

-	26637345	26638553	NC_000006	322	ZNF322	__SEG__	Chr6
+	27400371	27401447	NC_000006	391	ZNF391	__SEG__	Chr6
+	44217472	44217726	NC_000006	precursor	MYMX	__SEG__	Chr6
+	29417280	29418226	NC_000006	12D1	OR12D1	__SEG__	Chr6
+	29100943	29101881	NC_000006	2J1	OR2J1	__SEG__	Chr6
+	28073316	28074329	NC_000006	1F12	OR1F12	__SEG__	Chr6
+	40379311	40379613	NC_000006	1	TDRG1	__SEG__	Chr6
+	1610446	1612107	NC_000006	C1	FOXC1	__SEG__	Chr6


+	21594535	21595959	NC_000006	SOX-4	SOX4	__SEG__	Chr6
-	42745033	42746073	NC_000006	C	TBCC	__SEG__	Chr6
-	116278517	116279830	NC_000006	1	TSPYL1	__SEG__	Chr6

+	27808210	27808602	NC_000006	1	HIST1H2AI	__SEG__	Chr6
-	27837947	27838339	NC_000006	1	HIST1H2AK	__SEG__	Chr6
+	27865355	27865747	NC_000006	1	HIST1H2AL	__SEG__	Chr6
+	26124233	26124625	NC_000006	1-C	HIST1H2AC	__SEG__	Chr6
-	26033176	26033568	NC_000006	1-B/E	HIST1H2AB	__SEG__	Chr6
-	27892757	27893149	NC_000006	1	HIST1H2AM	__SEG__	Chr6
-	26216263	26216643	NC_000006	1-C/E/F/G/I	HIST1H2BG	__SEG__	Chr6
-	27807526	27807906	NC_000006	1-L	HIST1H2BL	__SEG__	Chr6
+	27838662	27839042	NC_000006	1-N	HIST1H2BN	__SEG__	Chr6
+	27815044	27815424	NC_000006	1-M	HIST1H2BM	__SEG__	Chr6
+	26199559	26199939	NC_000006	1-C/E/F/G/I	HIST1H2BF	__SEG__	Chr6
+	26183796	26184176	NC_000006	1-C/E/F/G/I	HIST1H2BE	__SEG__	Chr6
+	26251651	26252031	NC_000006	1-H	HIST1H2BH	__SEG__	Chr6
+	26272976	26273356	NC_000006	1-C/E/F/G/I	HIST1H2BI	__SEG__	Chr6
-	26123524	26123904	NC_000006	1-C/E/F/G/I	HIST1H2BC	__SEG__	Chr6
+	27893463	27893843	NC_000006	1-O	HIST1H2BO	__SEG__	Chr6


















-	26246681	26246977	NC_000006	G	HIST1H4G	__SEG__	Chr6

-	132588673	132589686	NC_000006	5	TAAR5	__SEG__	Chr6
-	167156872	167157831	NC_000006	receptor	GPR31	__SEG__	Chr6






+	31815757	31817682	NC_000006	1A	HSPA1A	__SEG__	Chr6
+	31827951	31829876	NC_000006	1B	HSPA1B	__SEG__	Chr6
-	33315012	33316916	NC_000006	22	ZBTB22	__SEG__	Chr6
-	31810047	31811972	NC_000006	1-like	HSPA1L	__SEG__	Chr6
+	98834874	98836205	NC_000006	2	POU3F2	__SEG__	Chr6
+	27957241	27958182	NC_000006	2B6	OR2B6	__SEG__	Chr6
+	29396700	29397623	NC_000006	12D2	OR12D2	__SEG__	Chr6
-	29426694	29427641	NC_000006	11A1	OR11A1	__SEG__	Chr6
+	29440016	29440954	NC_000006	10C1	OR10C1	__SEG__	Chr6

+	26216975	26217367	NC_000006	1-B/E	HIST1H2AE	__SEG__	Chr6
-	27132370	27132750	NC_000006	1-J	HIST1H2BJ	__SEG__	Chr6
